Tour_ID,country,age_group,travel_with,total_female,total_male,purpose,main_activity,info_source,tour_arrangement,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_mainland,night_zanzibar,first_trip_tz,cost_category
tour_idd7gew8gn,GERMANY,65+,Alone,1.0,0.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,0,No,Normal Cost
tour_idnafjlgci,BRAZIL,25-44,Alone,1.0,0.0,Leisure and Holidays,Widlife Tourism,"Newspaper, magazines, brochures",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,15,0,Yes,High Cost
tour_iduqdtptt5,UNITED KINGDOM,18-24,With Other Friends/Relatives,1.0,2.0,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,42,0,No,High Cost
tour_idwpdlg2at,GERMANY,45-64,With Spouse and Children,1.0,3.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,0,Yes,Normal Cost
tour_idz0p1dyvq,CHILE,18-24,With Other Friends/Relatives,5.0,7.0,Leisure and Holidays,Cultural Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,Yes,Yes,Yes,11,4,Yes,High Cost
tour_ids9c11bxt,INDIA,25-44,,0.0,1.0,Business,Wildlife Tourism,Others,Independent,No,No,No,No,No,No,No,4,0,No,Normal Cost
tour_idhbgg6wih,ITALY,45-64,Alone,0.0,1.0,Leisure and Holidays,Cultural Tourism,"Travel agent, tour operator",Package Tour,No,Yes,No,Yes,No,Yes,No,12,0,Yes,Normal Cost
tour_id50h1ynw1,GREECE,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,Others,Package Tour,No,No,No,No,No,No,No,0,4,No,Higher Cost
tour_idh2e49nu6,SOUTH AFRICA,25-44,With Spouse,1.0,1.0,Meetings and Conference,Wildlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,3,0,No,High Cost
tour_idptvqmn1y,SOUTH AFRICA,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,0,7,Yes,Higher Cost
tour_idjlv4xdde,BULGARIA,25-44,Alone,0.0,1.0,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Yes,Lower Cost
tour_idg2i6vdwd,ITALY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,Yes,0,7,Yes,High Cost
tour_idq0yrmrra,UNITED KINGDOM,25-44,Alone,1.0,0.0,Leisure and Holidays,Widlife Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,5,6,Yes,Normal Cost
tour_idlyjh8x56,UNITED KINGDOM,18-24,Alone,0.0,1.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,14,4,Yes,Normal Cost
tour_idzjv1k19m,UNITED ARAB EMIRATES,25-44,Alone,0.0,1.0,Leisure and Holidays,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,16,0,No,Normal Cost
tour_idtfk47z65,FRANCE,25-44,With Other Friends/Relatives,2.0,0.0,Leisure and Holidays,Conference Tourism,"Radio, TV, Web",Package Tour,No,Yes,Yes,Yes,No,No,No,10,0,Yes,Normal Cost
tour_idwd0prg66,UNITED STATES OF AMERICA,25-44,With Other Friends/Relatives,2.0,5.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,9,0,Yes,Higher Cost
tour_idczq8ko1q,ISRAEL,45-64,With Other Friends/Relatives,3.0,2.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,8,0,Yes,High Cost
tour_idujo9ckt5,GERMANY,45-64,Alone,1.0,0.0,Meetings and Conference,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Yes,Normal Cost
tour_id1qunjshu,KENYA,25-44,Alone,1.0,0.0,Visiting Friends and Relatives,Mountain Climbing,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,0,No,Lower Cost
tour_id4qqdr9lb,UNITED KINGDOM,25-44,Alone,1.0,0.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,Yes,No,10,0,Yes,High Cost
tour_idr6g82rat,UNITED STATES OF AMERICA,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,11,3,Yes,Higher Cost
tour_idraeai4bo,SOUTH AFRICA,45-64,Alone,0.0,1.0,Meetings and Conference,Conference Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,6,0,No,Normal Cost
tour_idhfjcqhrd,UNITED KINGDOM,25-44,Alone,0.0,1.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,9,0,No,Normal Cost
tour_idwevfwpdh,ITALY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,Yes,High Cost
tour_id4m6xe2xc,CANADA,65+,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,0,4,Yes,Normal Cost
tour_id9brbwjva,UNITED STATES OF AMERICA,45-64,Alone,0.0,1.0,Business,Conference Tourism,Tanzania Mission Abroad,Independent,No,No,No,No,No,No,No,20,0,No,Higher Cost
tour_idjaj4y8c8,UNITED STATES OF AMERICA,45-64,With Spouse and Children,3.0,0.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,12,0,Yes,Higher Cost
tour_idmdl2jugo,FRANCE,45-64,Alone,1.0,0.0,Leisure and Holidays,Cultural Tourism,"Radio, TV, Web",Package Tour,No,Yes,Yes,No,No,No,No,0,7,Yes,Normal Cost
tour_id003q62x6,UNITED STATES OF AMERICA,25-44,Alone,1.0,0.0,Volunteering,Cultural Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10,5,Yes,High Cost
tour_idgdev59eu,CANADA,45-64,Alone,0.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,11,0,Yes,High Cost
tour_idzugpp0xk,UNITED STATES OF AMERICA,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,16,0,Yes,Higher Cost
tour_idvhqeh5ph,SOUTH AFRICA,18-24,With Other Friends/Relatives,1.0,2.0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0,4,Yes,High Cost
tour_idivp66utb,NEW ZEALAND,45-64,With Other Friends/Relatives,2.0,1.0,Leisure and Holidays,Widlife Tourism,"Radio, TV, Web",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,6,7,Yes,Highest Cost
tour_idrtanxdgi,UNITED KINGDOM,18-24,With Other Friends/Relatives,3.0,0.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,15,0,Yes,High Cost
tour_id1x682bbk,POLAND,25-44,With Other Friends/Relatives,3.0,0.0,Leisure and Holidays,Conference Tourism,Others,Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,9,0,Yes,Higher Cost
tour_idf8nezjqn,SOUTH AFRICA,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Hunting Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,No,Yes,No,No,No,4,0,Yes,Higher Cost
tour_idm6maj1ya,GERMANY,45-64,Alone,0.0,1.0,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,No,Normal Cost
tour_id3c4bhm24,ZIMBABWE,18-24,Alone,0.0,1.0,Leisure and Holidays,Hunting Tourism,Others,Independent,No,No,No,No,No,No,No,2,0,Yes,Lower Cost
tour_idtpp5f0ey,SOUTH AFRICA,18-24,Alone,0.0,1.0,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,30,0,No,Low Cost
tour_id2kqw92bo,UNITED STATES OF AMERICA,18-24,,0.0,1.0,Meetings and Conference,Mountain Climbing,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Yes,Lower Cost
tour_idn42ncs23,UNITED STATES OF AMERICA,65+,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,8,0,Yes,Higher Cost
tour_ida3tg2201,UGANDA,25-44,With Other Friends/Relatives,0.0,1.0,Other,Hunting Tourism,Others,Independent,No,No,No,No,No,No,No,3,0,Yes,Lower Cost
tour_id8xtyk46b,UNITED KINGDOM,45-64,With Spouse and Children,4.0,4.0,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,14,0,No,Normal Cost
tour_idmwtm649g,AUSTRALIA,45-64,With Children,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,10,4,Yes,Highest Cost
tour_id5u7ju1jn,ZAMBIA,25-44,Alone,0.0,1.0,Business,Conference Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,7,0,Yes,Lower Cost
tour_idnd5qkoh5,FRANCE,25-44,Alone,1.0,0.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,0,Yes,High Cost
tour_idsk3mofjn,ITALY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,No,No,No,Yes,No,No,0,7,Yes,High Cost
tour_idbksxlcws,RWANDA,25-44,Alone,0.0,1.0,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Yes,Low Cost
tour_id61pwtd4p,ITALY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,3,10,No,High Cost
tour_id2jnql3ut,UNITED STATES OF AMERICA,<18,Alone,1.0,0.0,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,15,0,Yes,Low Cost
tour_iddi2zk567,UNITED KINGDOM,18-24,Alone,0.0,1.0,Leisure and Holidays,Conference Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,12,0,Yes,High Cost
tour_idir9wnzkr,UNITED STATES OF AMERICA,45-64,With Other Friends/Relatives,2.0,0.0,Visiting Friends and Relatives,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,20,0,Yes,High Cost
tour_idhe4kdglq,MALAYSIA,45-64,Alone,1.0,0.0,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,7,0,Yes,Higher Cost
tour_ida49vdzqo,ZIMBABWE,25-44,With Other Friends/Relatives,0.0,2.0,Business,Beach Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,2,0,No,Normal Cost
tour_idjdovnclr,CHINA,25-44,Alone,1.0,0.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,6,0,Yes,High Cost
tour_id4xfbeau8,ITALY,65+,Alone,0.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,6,0,Yes,Normal Cost
tour_idv5qhxpsg,UNITED STATES OF AMERICA,25-44,Alone,1.0,0.0,Leisure and Holidays,Beach Tourism,Inflight magazines,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,0,35,Yes,Higher Cost
tour_idh316pm1l,FRANCE,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,4,6,Yes,Higher Cost
tour_idjph56ak6,UNITED STATES OF AMERICA,45-64,With Spouse and Children,2.0,1.0,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,30,0,No,High Cost
tour_ide5n77jew,ITALY,45-64,Alone,1.0,0.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,Yes,Normal Cost
tour_id1fhmeskq,GERMANY,25-44,Alone,1.0,0.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,5,4,Yes,Normal Cost
tour_idrr9xsioa,FRANCE,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,No,No,No,No,No,0,7,Yes,High Cost
tour_idppjdcf8b,ITALY,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,Yes,5,10,Yes,Higher Cost
tour_idi15rso1s,UAE,25-44,Alone,0.0,1.0,Visiting Friends and Relatives,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,15,0,No,Normal Cost
tour_idkg0e3t4l,UNITED STATES OF AMERICA,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,30,0,Yes,Low Cost
tour_id6j6kjccn,ZAMBIA,25-44,With Spouse,1.0,1.0,Visiting Friends and Relatives,Hunting Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,7,0,No,Lower Cost
tour_idutkl9hm3,NETHERLANDS,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,Others,Package Tour,Yes,Yes,Yes,Yes,No,No,No,8,0,No,Higher Cost
tour_idtjthfuy3,ITALY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,No,0,7,Yes,High Cost
tour_id9s3hkus9,POLAND,25-44,Alone,0.0,1.0,Other,Hunting Tourism,Others,Independent,No,No,No,No,No,No,No,3,0,Yes,Lower Cost
tour_id0c0tjygz,UNITED STATES OF AMERICA,65+,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,0,Yes,Highest Cost
tour_idaipnu2vw,BELGIUM,65+,With Other Friends/Relatives,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,Yes,Yes,No,7,0,Yes,High Cost
tour_id33tnh3fj,AUSTRIA,25-44,Alone,0.0,1.0,Business,Widlife Tourism,Others,Independent,No,No,No,No,No,No,No,4,0,Yes,Normal Cost
tour_idx585ay6s,UNITED STATES OF AMERICA,25-44,Alone,1.0,0.0,Leisure and Holidays,Widlife Tourism,"Radio, TV, Web",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,3,0,Yes,Normal Cost
tour_id5kl18pwi,IRELAND,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,4,6,Yes,High Cost
tour_idrrhxlw8b,SOUTH AFRICA,45-64,With Other Friends/Relatives,3.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,No,Yes,Yes,No,0,7,No,High Cost
tour_idvwkunvxj,UNITED STATES OF AMERICA,65+,Alone,0.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10,0,Yes,High Cost
tour_id3jm3qn0n,GERMANY,18-24,With Other Friends/Relatives,2.0,0.0,Leisure and Holidays,Business,"Friends, relatives",Package Tour,No,Yes,Yes,No,No,Yes,No,35,0,Yes,Higher Cost
tour_idz82rmjpt,UNITED KINGDOM,18-24,Alone,0.0,1.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,5,Yes,Normal Cost
tour_idem4fi9le,UNITED STATES OF AMERICA,25-44,Alone,0.0,1.0,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,60,14,No,High Cost
tour_idf4xtnfc4,GERMANY,45-64,With Other Friends/Relatives,1.0,0.0,Leisure and Holidays,Cultural Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,7,0,Yes,High Cost
tour_id5ww0i9e5,UNITED KINGDOM,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,6,Yes,Higher Cost
tour_idctlbvj0g,KENYA,18-24,Alone,0.0,1.0,Visiting Friends and Relatives,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,No,Lower Cost
tour_idiaj424wk,UNITED KINGDOM,18-24,Alone,1.0,0.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,17,4,No,Normal Cost
tour_id77o40ntx,ISRAEL,65+,With Other Friends/Relatives,2.0,2.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,0,Yes,High Cost
tour_idok8n72m0,UNITED STATES OF AMERICA,65+,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,0,Yes,Higher Cost
tour_idr68m61w6,SWIZERLAND,25-44,With Other Friends/Relatives,2.0,1.0,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,0,4,Yes,Normal Cost
tour_id5l459h3o,ITALY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0,7,Yes,High Cost
tour_idl9j803l3,SOUTH AFRICA,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,0,7,No,High Cost
tour_idq4c4kfzb,FRANCE,45-64,With Spouse and Children,2.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,0,Yes,Higher Cost
tour_id14mfv18s,UNITED KINGDOM,45-64,With Children,1.0,2.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,No,No,14,0,Yes,Higher Cost
tour_idmhfljrvp,SPAIN,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,3,6,Yes,Normal Cost
tour_idfexka2rn,SWEDEN,25-44,With Children,2.0,2.0,Visiting Friends and Relatives,Hunting Tourism,Others,Independent,No,No,No,No,No,No,No,44,0,No,Low Cost
tour_idixyhq74a,UNITED STATES OF AMERICA,45-64,With Other Friends/Relatives,2.0,0.0,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,No,Yes,No,10,4,Yes,Higher Cost
tour_iduvueczbe,UGANDA,45-64,Alone,0.0,1.0,Visiting Friends and Relatives,Diving and Sport Fishing,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,0,No,Normal Cost
tour_idjj44eblg,ZAMBIA,45-64,,1.0,0.0,Other,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,0,No,Lower Cost
tour_idhx3jy3f3,ZAMBIA,25-44,Alone,0.0,1.0,Business,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,No,Normal Cost
tour_id8pph0cct,QATAR,45-64,With Spouse and Children,1.0,2.0,Other,Hunting Tourism,Others,Independent,No,No,No,No,No,No,No,1,2,No,Normal Cost
tour_idjhgyn03t,CHINA,18-24,Alone,1.0,0.0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,40,2,Yes,Normal Cost
tour_idwqfnl2r0,BELGIUM,45-64,With Spouse and Children,1.0,2.0,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,0,12,Yes,Normal Cost
tour_id08d6uqev,ZIMBABWE,25-44,Alone,1.0,0.0,Leisure and Holidays,Beach Tourism,Others,Independent,No,No,No,No,No,No,No,2,0,No,Lower Cost
tour_id15xi9tzi,UNITED STATES OF AMERICA,25-44,Alone,0.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,No,Yes,Yes,Yes,No,13,0,No,Normal Cost
tour_id5z6bmxa7,ITALY,45-64,Alone,1.0,0.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,0,Yes,High Cost
tour_idjh2rsdzk,GERMANY,18-24,Alone,1.0,0.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,7,6,Yes,Low Cost
tour_idvttp9f30,UGANDA,45-64,,0.0,1.0,Business,Wildlife Tourism,Others,Independent,No,No,No,No,No,No,No,14,0,No,Lower Cost
tour_idsxztqiko,UNITED STATES OF AMERICA,45-64,With Spouse and Children,2.0,3.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,11,0,Yes,Highest Cost
tour_id8fl3iaug,AUSTRALIA,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,No,No,8,4,No,Normal Cost
tour_id583u3d5i,UNITED KINGDOM,25-44,Alone,1.0,0.0,Business,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,18,0,No,Lower Cost
tour_idz1x7125p,SOUTH AFRICA,65+,,0.0,1.0,Visiting Friends and Relatives,Cultural Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,3,0,Yes,Low Cost
tour_idhhsc9a7k,ZAMBIA,25-44,Alone,0.0,1.0,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,2,0,No,Normal Cost
tour_idtooll0hp,ITALY,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,Yes,High Cost
tour_idogzvt16d,KOREA,45-64,Alone,0.0,1.0,Meetings and Conference,Widlife Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,3,0,Yes,Normal Cost
tour_id41pl8tl1,ZIMBABWE,25-44,Alone,0.0,1.0,Business,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Yes,Lower Cost
tour_idy8khhwfl,SWIZERLAND,65+,Alone,1.0,0.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,5,4,Yes,Higher Cost
tour_id46w6lp9n,UNITED STATES OF AMERICA,45-64,With Other Friends/Relatives,0.0,3.0,Leisure and Holidays,Wildlife Tourism,"Radio, TV, Web",Independent,Yes,Yes,Yes,Yes,Yes,Yes,No,12,2,Yes,Higher Cost
tour_idqv5b3kr8,SPAIN,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,14,4,Yes,High Cost
tour_idyx04njng,SWIZERLAND,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,Yes,Yes,Yes,10,0,No,Higher Cost
tour_idhr6hfevs,ITALY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,Yes,High Cost
tour_idu5szuc5c,ITALY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0,7,Yes,High Cost
tour_idkouift4o,SOUTH AFRICA,45-64,Alone,0.0,1.0,Business,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,No,No,5,0,Yes,Normal Cost
tour_id0zvtf4s5,BELGIUM,25-44,With Other Friends/Relatives,2.0,0.0,Leisure and Holidays,Cultural Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,No,0,7,Yes,High Cost
tour_id59c0pcs4,SPAIN,45-64,With Spouse and Children,4.0,2.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,0,Yes,Higher Cost
tour_idt8gqq2eu,UNITED STATES OF AMERICA,65+,With Spouse,1.0,1.0,Leisure and Holidays,Cultural Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,Yes,No,12,0,No,Higher Cost
tour_idapkri83h,FRANCE,45-64,With Spouse and Children,1.0,2.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,5,Yes,Higher Cost
tour_idvpbc2u1q,DENMARK,18-24,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,44,No,Normal Cost
tour_idi2blq3lt,ZIMBABWE,45-64,With Spouse,1.0,1.0,Visiting Friends and Relatives,Widlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,4,0,Yes,Low Cost
tour_iddylo86u5,BELGIUM,65+,With Spouse,2.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,No,No,No,No,Yes,No,9,0,Yes,Higher Cost
tour_id8ua582fo,ISRAEL,18-24,With Other Friends/Relatives,1.0,0.0,Other,Conference Tourism,Others,Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,5,0,Yes,Higher Cost
tour_idn7bfo6u3,UNITED STATES OF AMERICA,25-44,Alone,1.0,0.0,Leisure and Holidays,Cultural Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,15,3,Yes,High Cost
tour_idsb35fuse,CANADA,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,5,6,Yes,Higher Cost
